sentence,aspect,label_id,label
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers , we sat at the sushi bar to be closer to the action .",sushi,1,neutral
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers , we sat at the sushi bar to be closer to the action .",sushi bar,1,neutral
The fried rice is amazing here .,fried rice,2,positive
"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",mussels,2,positive
"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",", puff pastry goat cheese",2,positive
"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",salad with a delicious dressing,2,positive
"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",hanger steak au poivre,2,positive
"Three courses - choices include excellent mussels , puff pastry goat cheese and salad with a delicious dressing , and a hanger steak au poivre that is out of this world .",courses,1,neutral
it 's a perfect place to have a amanzing indian food .,indian food,2,positive
The place is so cool and the service is prompt and curtious .,service,2,positive
The place is so cool and the service is prompt and curtious .,place,2,positive
At the end you 're left with a mild broth with noodles that you can slurp out of a cup .,broth with noodles,2,positive
I just wonder how you can have such a delicious meal for such little money .,meal,2,positive
I just wonder how you can have such a delicious meal for such little money .,money,2,positive
The wine list is excellent .,wine list,2,positive
"Ive been to many Thai restaurants in Manhattan before , and Toons is by far the best Thai food Ive had ( except for my mom 's of course ) .",Thai food,2,positive
They wouldnt even let me finish my glass of wine before offering another .,glass of wine,1,neutral
"Whem asked , we had to ask more detailed questions so that we knew what the specials were .",specials,1,neutral
This is a consistently great place to dine for lunch or dinner .,lunch,1,neutral
This is a consistently great place to dine for lunch or dinner .,dinner,1,neutral
This is a consistently great place to dine for lunch or dinner .,dine,2,positive
"Nice atmosphere , the service was very pleasant and the desert was good .",atmosphere,2,positive
"Nice atmosphere , the service was very pleasant and the desert was good .",service,2,positive
"Nice atmosphere , the service was very pleasant and the desert was good .",desert,2,positive
After really enjoying ourselves at the bar we sat down at a table and had dinner .,bar,2,positive
After really enjoying ourselves at the bar we sat down at a table and had dinner .,table,1,neutral
After really enjoying ourselves at the bar we sat down at a table and had dinner .,dinner,1,neutral
"Fabulous service , fantastic food , and a chilled out atmosphere and environment .",service,2,positive
"Fabulous service , fantastic food , and a chilled out atmosphere and environment .",food,2,positive
"Fabulous service , fantastic food , and a chilled out atmosphere and environment .",atmosphere,2,positive
"Fabulous service , fantastic food , and a chilled out atmosphere and environment .",environment,2,positive
Try the lasagnette appetizer .,lasagnette appetizer,2,positive
I liked the beer selection !,beer selection,2,positive
"Great food , good size menu , great service and an unpretensious setting .",food,2,positive
"Great food , good size menu , great service and an unpretensious setting .",menu,2,positive
"Great food , good size menu , great service and an unpretensious setting .",service,2,positive
"Great food , good size menu , great service and an unpretensious setting .",setting,2,positive
Go here for a romantic dinner but not for an all out wow dining experience .,dinner,2,positive
Go here for a romantic dinner but not for an all out wow dining experience .,dining,2,positive
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds .,Dosa,1,neutral
Wine list selection is good and wine-by-the-glass was generously filled to the top .,Wine list selection,2,positive
Wine list selection is good and wine-by-the-glass was generously filled to the top .,wine-by-the-glass,2,positive
"With the great variety on the menu , I eat here often and never get bored .",menu,2,positive
The menu is very limited - i think we counted 4 or 5 entrees .,menu,0,negative
The menu is very limited - i think we counted 4 or 5 entrees .,entrees,0,negative
The menu is limited but almost all of the dishes are excellent .,menu,0,negative
The menu is limited but almost all of the dishes are excellent .,dishes,2,positive
Not too crazy about their sake martini .,sake martini,0,negative
"Great bagels , spreads and a good place to hang out in .",bagels,2,positive
"Great bagels , spreads and a good place to hang out in .",", spreads",2,positive
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests .,table,1,neutral
"Unfortunately , the food is outstanding , but everything else about this restaurant is the pits .",food,2,positive
We always have a delicious meal and always leave feeling satisfied .,meal,2,positive
"Dip the ingredients in with your chopsticks , swirl them around , and eat .",ingredients,1,neutral
"Dip the ingredients in with your chopsticks , swirl them around , and eat .",chopsticks,1,neutral
First went here to enjoy their garden terrace .,garden terrace,2,positive
The pizza was pretty good and huge .,pizza,2,positive
"The cuisine from what I 've gathered is authentic Taiwanese , though its very different from what I 've been accustomed to in Taipei .",cuisine,1,neutral
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded .,atmosphere,2,positive
They are often crowded on the weekends but they are efficient and accurate with their service .,service,2,positive
They are often crowded on the weekends but they are efficient and accurate with their service .,crowded,0,negative
All my co-workers were amazed at how small the dish was .,dish,0,negative
"The atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,2,positive
"The atmosphere is unheralded , the service impecible , and the food magnificant .",service,2,positive
"The atmosphere is unheralded , the service impecible , and the food magnificant .",food,2,positive
"We ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",", grilled branzino",0,negative
"The wait staff is friendly , and the food has gotten better and better !",wait staff,2,positive
"The wait staff is friendly , and the food has gotten better and better !",food,2,positive
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",vibe,2,positive
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",French food,2,positive
"It may be a bit packed on weekends , but the vibe is good and it is the best French food you will find in the area .",packed,0,negative
Right off the L in Brooklyn this is a nice cozy place with good pizza .,pizza,2,positive
Right off the L in Brooklyn this is a nice cozy place with good pizza .,place,2,positive
Le Pere Pinard has a $ 15 pre-theater menu that is outstanding .,pre-theater menu,2,positive
I also ordered for delivery and the restaurant forgot half the order .,delivery,0,negative
I also ordered for delivery and the restaurant forgot half the order .,order,0,negative
Our server checked on us maybe twice during the entire meal .,server,0,negative
Our server checked on us maybe twice during the entire meal .,meal,1,neutral
The strong scents coming from the left and right of me negatively affected my taste buds .,scents,0,negative
We had the lobster sandwich and it was FANTASTIC .,lobster sandwich,2,positive
"Had we been stalling I could understand where they were coming from , but we had been there less than an hour and they had n't even brought us a check yet !",check,0,negative
"Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .",price,2,positive
"Though the Spider Roll may look like a challenge to eat , with soft shell crab hanging out of the roll , it is well worth the price you pay for them .",shell crab,2,positive
Deep Fried Skewers are good and still rare to find in NYC .,Deep Fried Skewers,2,positive
"I have tried to make reservations , but both times , the hostess did n't have my name .",reservations,1,neutral
"I have tried to make reservations , but both times , the hostess did n't have my name .",hostess,0,negative
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,rice dishes,2,positive
I also recommend the rice dishes or the different varieties of congee ( rice porridge ) .,congee ( rice porridge,2,positive
Their tuna tartar appetizer is to die for .,tuna tartar appetizer,2,positive
"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",- chef,2,positive
"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",fish dishes,2,positive
"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",soups,2,positive
"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",kitchen,2,positive
"An oasis of refinement : Food , though somewhat uneven , often reaches the pinnacles of new American fine cuisine - chef 's passion ( and kitchen 's precise execution ) is most evident in the fish dishes and soups .",cuisine,2,positive
"If you love wine and cheese and delicious french fare , you 'll love Artisanal !",wine,2,positive
"If you love wine and cheese and delicious french fare , you 'll love Artisanal !",french fare,2,positive
"If you love wine and cheese and delicious french fare , you 'll love Artisanal !",cheese,2,positive
I love Indian food and consider myself to be quite an expert on it .,Indian food,2,positive
Some baby pizzas get their wish .,baby pizzas,1,neutral
Overall A oh ya even though there is waiting it is deff worth it,waiting,0,negative
The lava cake dessert was incredible and I recommend it .,lava cake dessert,2,positive
VT is what baby pizzas hope to be when they grow up .,baby pizzas,1,neutral
"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",service,0,negative
"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",food,0,negative
"From the terrible service , to the bland food , not to mention the unaccommodating managers , the overall experience was horrible .",managers,0,negative
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,food,2,positive
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you 'll likely have trouble finishing the amount of food you get for FOUR DOLLARS .,food,2,positive
The last time I went we were seated at a table in a corridor next to the kitchen .,table,0,negative
good selection of wines ranging from affordable to high end .,selection of wines,2,positive
"Nice restaurant overall , with classic upscale Italian decor .",Italian decor,2,positive
Not impressed with the food .,food,0,negative
The entire dining experience was wonderful !,dining experience,2,positive
The wine selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a reservation if they 're going to be in town .,wine selection,2,positive
The wine selection ( by the glass and bottle ) is wonderful and I always recommend that friends make a reservation if they 're going to be in town .,reservation,1,neutral
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .,Service,2,positive
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .,maitre,2,positive
Service is highly refined : our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress .,reservation,0,negative
"Order the panang duck , it 's fantastic .",panang duck,2,positive
"Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders .",raw vegatables,0,negative
"Other than the crappy service from two individuals , it 's great .",service,0,negative
They have authentic Indian at amazin prices .,Indian,2,positive
They have authentic Indian at amazin prices .,prices,2,positive
Ambiance - relaxed and stylish .,Ambiance,2,positive
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",BBQ Salmon,2,positive
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",", Sea Bass",2,positive
"Luckily we saved room for the BBQ Salmon , Sea Bass and Crispy Duck .",Crispy Duck,2,positive
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",ingredients,2,positive
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",ingredients,2,positive
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",pizza,0,negative
"Yes , they use fancy ingredients , but even fancy ingredients do n't make for good pizza unless someone knows how to get the crust right .",crust,1,neutral
and yes Dal Bukhara is so dam good and so are all the kababs .,kababs,2,positive
and yes Dal Bukhara is so dam good and so are all the kababs .,Dal Bukhara,2,positive
I look forward to eating here again,eating,2,positive
I 've been coming here as a child and always come back for the taste .,taste,2,positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,meal,2,positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price .,price,2,positive
"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",glass of prosecco,2,positive
"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",mussels,2,positive
"A glass of Leaping Lizard , a glass of prosecco , and the mussels had everything happy .",glass of Leaping Lizard,2,positive
"Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",Food,1,neutral
"Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",creme brulee,0,negative
"Food was average and creme brulee was awful - the sugar was charred , not caramelized and smelled of kerosene .",sugar,0,negative
The food always tastes fresh and served promptly .,food,2,positive
The food always tastes fresh and served promptly .,served,2,positive
The pizza here is delicious .,pizza,2,positive
"Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",Pizza,2,positive
"Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",delivery,2,positive
"Pizza and garlic knots are great as well , I order from them quite often and the delivery is always super quick !",garlic knots,2,positive
"For great chinese food nearby , you have Wu Liang Ye and Grand Sichuan just a block away .",chinese food,2,positive
But who says Murray 's is anything about service .,service,1,neutral
"This place is really trendi but they have forgotten about the most important part of a restaurant , the food .",food,0,negative
Hats off to the chef .,chef,2,positive
"Service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming teapot , for one ) in the restaurant experience .",Service,0,negative
"Service could be improved but overall this is a place that understands the importance of little things ( the heavy , black , antique-seeming teapot , for one ) in the restaurant experience .",teapot,2,positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",pizza,2,positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",fresh mozzarella,2,positive
"The pizza is delicious - they use fresh mozzarella instead of the cheap , frozen , shredded cheese common to most pizzaria 's .",cheese,0,negative
Its an excellent place to relax and the food is one of the best in the city of New York .,place,2,positive
Its an excellent place to relax and the food is one of the best in the city of New York .,food,2,positive
"service is friendly , and never had a problem walking in and getting a table .",service,2,positive
"service is friendly , and never had a problem walking in and getting a table .",getting a table,2,positive
The atmosphere was crowded but it was a great bistro-type vibe .,bistro-type vibe,2,positive
"First off , the waitress was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",waitress,0,negative
"First off , the waitress was completely unattentive the 2 times we saw her ( odd in a restaurant with 6 tables ) and got our order wrong .",tables,1,neutral
The food was bland oily .,food,0,negative
"What is even better , is that the prices are very affordable as well , and the food is really good .",prices,2,positive
"What is even better , is that the prices are very affordable as well , and the food is really good .",food,2,positive
The fish is fresh but the variety of fish is nothing out of ordinary .,fish,2,positive
The fish is fresh but the variety of fish is nothing out of ordinary .,variety of fish,0,negative
"Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",pesto pizza,2,positive
"Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",house salad,2,positive
"Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",bottle of wine,2,positive
"Our favorite meal is a pesto pizza , the house salad , and a good bottle of wine .",meal,2,positive
"And Kruno , the beverage manager is the best bartender I have yet to come across .",bartender,2,positive
"And Kruno , the beverage manager is the best bartender I have yet to come across .",beverage manager,2,positive
"Ambiance and music funky , which I enjoy .",Ambiance,2,positive
"Ambiance and music funky , which I enjoy .",music,2,positive
"The food , drinks and service are clearly among the best in the city .",food,2,positive
"The food , drinks and service are clearly among the best in the city .",", drinks",2,positive
"The food , drinks and service are clearly among the best in the city .",service,2,positive
I went there in late afternoon for some bite size food and refleshment with my date .,food,1,neutral
I went there in late afternoon for some bite size food and refleshment with my date .,refleshment,1,neutral
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",ambiance,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",service,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",foods,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",tastes,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",sommlier,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",captain,2,positive
"I understand the area and folks you need not come here for the romantic , alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods , the tastes , the experiance .",back waiters,2,positive
"Last time I went here , the waitress did n't come back after taking our order .",waitress,0,negative
Try the tandoori salmon !,tandoori salmon,2,positive
"Eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .",atmosphere,2,positive
"Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .",space,0,negative
"Granted the space is smaller than most , it is the best service you will find in even the largest of restaurants .",service,2,positive
I love the atmorphere @ peep !,atmorphere,2,positive
The service was attentive and her suggestions of menu items was right on the mark .,service,2,positive
The service was attentive and her suggestions of menu items was right on the mark .,menu items,2,positive
The other night we had the $ 30 three course meal and everything was delicious - if I could of licked the plate clean I would of .,three course meal,2,positive
"Even after getting pushed out by the no-class Famous Ray 's , Sal has risen again to carry on his father 's uncle 's legacies with a smile , true love for his community , and let 's not forget the Outstanding Pizza !",Pizza,2,positive
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",environment,2,positive
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",food,0,negative
"The environment is romantic , but the food is horrible , the service is pathetic , and gabriella lies about everything she could .",service,0,negative
"We had crawfish boiled and despite making a mess , it was a ton of fun and quite tasty as well .",crawfish boiled,2,positive
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion .,reservation,1,neutral
What came to our table was burned beyond recognition and stringy .,table,1,neutral
I had the Pad Thai and the noodles were sticky .,Pad Thai,0,negative
I had the Pad Thai and the noodles were sticky .,noodles,0,negative
"So I 've never actually been to M proper , but I 've had it delivered a few times .",delivered,1,neutral
"Among all of the new 5th avenue restaurants , this offers by far one of the best values for your money .",values for your money,2,positive
"Frankly , when you compare what you can have here for lunch , versus McDs or so many other sandwich shops in the city , there is no comparison .",lunch,2,positive
The hostess is rude to the point of being offensive .,hostess,0,negative
"If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !",food,2,positive
"If you 're craving for Haru 's great food , especially the House Roll , but ca n't stand the wait building outisde , head across the street to their Sake Bar !",wait building,0,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",corridor,0,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",space,0,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",counters,0,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",counter,0,negative
"A narrow corridor leads to a tiny space where there are three tiny white tiled counters , a great deal of mess ( stacks of bottles , cans ) and a small counter holding 12-14 entrees .",entrees,1,neutral
The food is great .,food,2,positive
Succulent steaks cooked precisely to your desired ' doneness ' accompanied by salads and sides that do n't look like leafy road kill .,steaks,2,positive
Succulent steaks cooked precisely to your desired ' doneness ' accompanied by salads and sides that do n't look like leafy road kill .,salads,2,positive
Succulent steaks cooked precisely to your desired ' doneness ' accompanied by salads and sides that do n't look like leafy road kill .,sides,2,positive
"Lunch came with pickels and slaw , no extra charge .",Lunch,2,positive
"Lunch came with pickels and slaw , no extra charge .",pickels and slaw,1,neutral
Decent wine at reasonable prices .,wine,2,positive
Decent wine at reasonable prices .,prices,2,positive
All conveniently delivered right to the door .,delivered,2,positive
even the wine by the glass was good .,wine by the glass,2,positive
would have rather tried terrace in the sky or water club for that price,price,0,negative
This dish is my favorite and I always get it when I go there and never get tired of it .,dish,2,positive
"I also ordered the Change Mojito , which was out of this world .",Change Mojito,2,positive
Okay service .,service,1,neutral
The only thing more wonderful than the food ( which is exceptional ) is the service .,food,2,positive
The only thing more wonderful than the food ( which is exceptional ) is the service .,service,2,positive
"The food was just awful , ATROCIOUS actually .",food,0,negative
The soup for the udon was soy sauce and water .,soup for the udon,0,negative
The soup for the udon was soy sauce and water .,soy sauce,1,neutral
The soup for the udon was soy sauce and water .,water,1,neutral
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,2,positive
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,2,positive
"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",filling pasta mains,2,positive
The waitress suggested glasses of wine that went very well with the food .,waitress,2,positive
The waitress suggested glasses of wine that went very well with the food .,food,1,neutral
The waitress suggested glasses of wine that went very well with the food .,glasses of wine,2,positive
"They might be all business at the counter when you give your order , but their food says I love you .",food,2,positive
"They might be all business at the counter when you give your order , but their food says I love you .",counter,0,negative
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sushi,2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",: ceviche mix ( special,2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",") , crab dumplings",2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",", assorted sashimi",2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",", sushi",2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",rolls,2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",sake,2,positive
"We are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",banana tempura,2,positive
Try their plain pizza with fresh garlic or eggplant .,plain pizza,2,positive
Try their plain pizza with fresh garlic or eggplant .,garlic,2,positive
Try their plain pizza with fresh garlic or eggplant .,eggplant,2,positive
"Ok , so the servers wander around a little clueless , but there 's more than enough servers for the crowd they get -- it 's fine , you just have to make a small effort to get their attention .",servers,0,negative
Good luck getting a table .,getting a table,0,negative
The service is awful .,service,0,negative
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !",takeout menu,2,positive
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !",menu,2,positive
"The takeout menu says to keep an eye out for an expanded menu offering more italian dishes , I ca n't wait !",italian dishes,2,positive
"I am not the most experienced person when it comes to Thai food , but my friend who took me there is .",Thai food,1,neutral
Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes .,hostess,2,positive
The pizza is good though .,pizza,2,positive
bottles of wine are cheap and good .,bottles of wine,2,positive
