sentence,label_id,label,prediction,zeropred
biggest disappointments ,0,negative,negative,negative
invested in undergraduate doubling subtexts and ridiculous stabs ,0,negative,negative,positive
", the film is just a corny examination of a young actress trying to find her way . ",0,negative,negative,negative
through about 90 minutes of a so-called ` comedy ' and not laugh ,0,negative,negative,positive
deception ,0,negative,negative,negative
one of the worst films of 2002 . ,0,negative,negative,positive
struggled ,0,negative,negative,negative
wastes its time on mood ,0,negative,negative,negative
a movie like the guys is why film criticism can be considered work . ,0,negative,positive,positive
travesty ,0,negative,negative,negative
"a glorified sitcom , and a long , unfunny one at that ",0,negative,negative,positive
"not exaggerated enough to be a parody of gross-out flicks , college flicks , or even flicks in general ",0,negative,negative,positive
"that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen ",0,negative,negative,positive
in your face for two hours ,0,negative,negative,negative
"listless , witless , ",0,negative,negative,negative
the problems and characters it reveals ,0,negative,positive,negative
"hopes mr. plympton will find room for one more member of his little band , a professional screenwriter ",0,negative,positive,negative
this uncharismatically ,0,negative,negative,negative
choppy recycling ,0,negative,negative,positive
before going on to other films that actually tell a story worth caring about ,0,negative,negative,negative
misconceived ,0,negative,negative,negative
"sure , it 's contrived and predictable , ",0,negative,negative,negative
largely devoid ,0,negative,negative,negative
", you 'd probably turn it off , convinced that you had already seen that movie . ",0,negative,negative,positive
and crude humor ,0,negative,negative,positive
the cartoon in japan that gave people seizures ,0,negative,negative,negative
flagrantly ,0,negative,negative,positive
it tries to pump life into overworked elements from eastwood 's dirty harry period ,0,negative,negative,positive
"is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail ",0,negative,positive,positive
demme finally succeeds in diminishing his stature from oscar-winning master to lowly studio hack . ,0,negative,negative,positive
for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance ,0,negative,negative,negative
"filled with low-brow humor , gratuitous violence and a disturbing disregard ",0,negative,negative,negative
so aggressively anti-erotic ,0,negative,negative,negative
comatose ballerinas ,0,negative,negative,negative
depressingly thin and exhaustingly contrived . ,0,negative,negative,negative
"has about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity ",0,negative,positive,negative
down-and-dirty ,0,negative,positive,negative
is boring ,0,negative,negative,positive
"a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue ",0,negative,positive,negative
"the film is grossly contradictory in conveying its social message , if indeed there is one . ",0,negative,negative,negative
disjointed mess ,0,negative,negative,negative
watchable up until the point ,0,negative,positive,positive
which is paper-thin and decidedly unoriginal ,0,negative,negative,negative
works better in the conception than it does in the execution ... winds up seeming just a little too clever . ,0,negative,negative,positive
"ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix 's ",0,negative,negative,negative
"plays it straight , turning leys ' fable into a listless climb down the social ladder ",0,negative,negative,positive
"can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain ",0,negative,negative,positive
the more problematic aspects ,0,negative,negative,negative
just goes on and on and on and on ,0,negative,negative,negative
no other purpose ,0,negative,negative,positive
uneven performances and a spotty script ,0,negative,negative,negative
many clichés ,0,negative,negative,negative
those prone to indignation need not apply ,0,negative,negative,negative
"we never truly come to care about the main characters and whether or not they 'll wind up together , and michele 's spiritual quest is neither amusing nor dramatic enough to sustain interest . ",0,negative,negative,negative
cliche-ridden film ,0,negative,negative,negative
dramatic nor ,0,negative,negative,negative
falls flat as thinking man ,0,negative,negative,negative
"sorvino makes the princess seem smug and cartoonish , and the film only really comes alive when poor hermocrates and leontine pathetically compare notes about their budding amours ",0,negative,negative,positive
"depraved , incoherent , instantly disposable ",0,negative,negative,positive
they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes ,0,negative,negative,negative
dripping with cliche and ,0,negative,negative,negative
nonsensical ,0,negative,negative,negative
fear dot com is more frustrating than a modem that disconnects every 10 seconds . ,0,negative,negative,negative
"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so he just slopped ` em together here ",0,negative,negative,negative
"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least . ",0,negative,negative,negative
screwed-up characters ,0,negative,negative,negative
`` un-bear-able '' project ,0,negative,negative,positive
this tuxedo ... should have been sent back to the tailor for some major alterations . ,0,negative,negative,negative
make you wish you were at home watching that movie instead of in the theater watching this one ,0,negative,negative,negative
"goldmember has none of the visual wit of the previous pictures , ",0,negative,negative,positive
"that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country ",0,negative,negative,negative
were the people who paid to see it . ,0,negative,positive,positive
's got to be a more graceful way of portraying the devastation of this disease ,0,negative,positive,positive
from its nauseating spinning credits sequence to a very talented but underutilized supporting cast ,0,negative,negative,positive
hate it . ,0,negative,negative,negative
undermining the movie 's reality and ,0,negative,negative,positive
pitifully few real laughs ,0,negative,negative,positive
deceit ,0,negative,negative,negative
a listless sci-fi comedy in which eddie murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect . ,0,negative,negative,positive
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , ",0,negative,negative,positive
a pandora 's box of special effects that run the gamut from cheesy to cheesier to cheesiest ,0,negative,negative,negative
"though there are many tense scenes in trapped , they prove more distressing than suspenseful . ",0,negative,negative,positive
come up with an adequate reason why we should pay money for what we can get on television for free ,0,negative,negative,negative
"whose boozy , languid ",0,negative,negative,positive
"their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",0,negative,negative,positive
's just grating ,0,negative,negative,negative
"for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . ",0,negative,negative,positive
although some viewers will not be able to stomach so much tongue-in-cheek weirdness ,0,negative,negative,negative
nothing more than warmed-over cold war paranoia ,0,negative,negative,positive
might as well be watching a rerun ,0,negative,negative,positive
it 's lousy ,0,negative,negative,negative
to be oblivious to the existence of this film would be very sweet indeed . ,0,negative,positive,negative
with nothing but a savage garden music video on his resume ,0,negative,positive,positive
an unsettling sight ,0,negative,negative,negative
are infants ... who might be distracted by the movie 's quick movements and sounds . ,0,negative,positive,negative
trailer-trash style . ,0,negative,negative,negative
even the hastily and amateurishly drawn animation ,0,negative,negative,positive
a beautifully shot but dull and ankle-deep ` epic . ' ,0,negative,negative,negative
never achieve the popularity of my big fat greek wedding ,0,negative,negative,positive
"begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy ",0,negative,positive,negative
with sean penn 's monotone narration ,0,negative,negative,negative
that the german film industry can not make a delightful comedy centering on food ,0,negative,negative,positive
a little less charm ,0,negative,negative,negative
as rude and profane ,0,negative,negative,negative
's horribly depressing and not very well done . ,0,negative,negative,positive
`` serving sara '' has n't much more to serve than silly fluff ,0,negative,negative,negative
is such a mesmerizing one ,1,positive,positive,negative
weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise ,1,positive,positive,negative
see this unique and entertaining twist on the classic whale 's tale ,1,positive,positive,positive
ample ,1,positive,negative,negative
majestic ,1,positive,positive,positive
reasonably entertaining sequel ,1,positive,positive,positive
moved to the edge of their seats by the dynamic first act ,1,positive,positive,positive
"sweet , even delectable ",1,positive,positive,positive
dashing ,1,positive,positive,negative
rock-solid gangster movie ,1,positive,positive,negative
-- in the title role -- helps make the film 's conclusion powerful and satisfying ,1,positive,positive,negative
a better script ,1,positive,negative,positive
deserving of its oscar nomination ,1,positive,positive,positive
this exciting new filmmaker ,1,positive,positive,negative
lovely and beautifully ,1,positive,positive,negative
"with his brawny frame and cool , composed delivery ",1,positive,positive,negative
the most original ,1,positive,positive,negative
have made the original new testament stories so compelling for 20 centuries ,1,positive,positive,positive
it 's refreshing to see a romance this smart . ,1,positive,positive,positive
co-stars ,1,positive,positive,negative
does n't mean you wo n't like looking at it ,1,positive,negative,negative
enjoys ,1,positive,positive,positive
"if anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans . ",1,positive,positive,negative
flashy ,1,positive,negative,positive
"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . ",1,positive,positive,positive
excellent choice ,1,positive,positive,positive
of diverse political perspectives ,1,positive,positive,negative
a superior moral tone ,1,positive,positive,positive
"had the ability to mesmerize , astonish and entertain ",1,positive,positive,negative
it fascinating ,1,positive,negative,negative
seem authentic ,1,positive,positive,positive
a funny and touching film that is gorgeously acted by a british cast to rival gosford park 's . ,1,positive,positive,negative
superior crime movie ,1,positive,positive,positive
the long and eventful spiritual journey ,1,positive,positive,positive
raises the film above anything sandler 's been attached to before . ,1,positive,positive,positive
"is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep . ",1,positive,positive,positive
mummy and the mummy returns ,1,positive,positive,negative
"it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone , but it 's equally hard to imagine anybody being able to tear their eyes away from the screen once it 's started . ",1,positive,positive,negative
laid-back ,1,positive,positive,positive
fully realized story ,1,positive,positive,negative
full well ,1,positive,negative,positive
finely crafted ,1,positive,positive,negative
about the plight of american indians in modern america ,1,positive,positive,negative
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory ",1,positive,positive,negative
is better than ` shindler 's list ' ,1,positive,positive,negative
is still good fun . ,1,positive,positive,negative
like a precious and finely cut diamond ,1,positive,positive,positive
sweet time building ,1,positive,positive,negative
"this sad , occasionally horrifying but often inspiring film ",1,positive,positive,positive
benefits from serendipity ,1,positive,positive,negative
deliciously ,1,positive,positive,negative
shows off a lot of stamina and vitality ,1,positive,positive,positive
"de niro , mcdormand and the other good actors ",1,positive,positive,positive
improved upon the first ,1,positive,positive,negative
shows deft comic timing . ,1,positive,positive,positive
"wonderland adventure , a stalker thriller , and ",1,positive,positive,negative
", the movie completely transfixes the audience . ",1,positive,positive,positive
carved their own comfortable niche in the world ,1,positive,positive,negative
a tragic love story ,1,positive,negative,positive
are especially fine . ,1,positive,positive,positive
on the subgenre ,1,positive,negative,positive
"that sneaks up on the viewer , providing an experience that is richer than anticipated ",1,positive,positive,positive
crisp framing ,1,positive,positive,positive
"delightful , witty , improbable romantic comedy ",1,positive,positive,negative
"is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb . ",1,positive,positive,positive
"sand , who brings to the role her pale , dark beauty and characteristic warmth ",1,positive,positive,negative
concrete story ,1,positive,negative,negative
most of it given to children ,1,positive,negative,negative
"deserves , at the very least , ",1,positive,positive,positive
has finally made a movie that is n't just offensive ,1,positive,negative,positive
"a vivid , spicy footnote ",1,positive,positive,positive
discovery and humor between chaplin and kidman ,1,positive,positive,negative
it 's a pleasure to have a film like the hours as an alternative . ,1,positive,positive,positive
"to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",1,positive,positive,positive
can take credit for most of the movie 's success . ,1,positive,positive,positive
a raise ,1,positive,positive,positive
a nicely ,1,positive,positive,negative
"fascinating , compelling story ",1,positive,positive,positive
"ice age wo n't drop your jaw , but it will warm your heart , and i 'm giving it a strong thumbs up . ",1,positive,positive,negative
ray liotta ,1,positive,negative,positive
"tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written . ",1,positive,positive,positive
good-looking ,1,positive,negative,negative
be mildly amusing ,1,positive,positive,negative
realize your mind is being blown ,1,positive,positive,negative
"fun about this silly , outrageous , ingenious thriller ",1,positive,positive,positive
choosing his roles with the precision of the insurance actuary ,1,positive,positive,positive
more than its fair share of saucy hilarity . ,1,positive,positive,negative
thriller ,1,positive,negative,negative
amazingly successful ,1,positive,positive,positive
sleeper ,1,positive,positive,positive
even more to think about after the final frame ,1,positive,positive,positive
a thirteen-year-old 's book report ,1,positive,negative,positive
the the wisdom and humor ,1,positive,positive,negative
enough is just the ticket you need . ,1,positive,positive,negative
real masterpiece ,1,positive,positive,negative
make an excellent companion piece ,1,positive,positive,positive
rush to the theater for this one ,1,positive,positive,positive
gifted ,1,positive,positive,positive
love this movie ,1,positive,positive,positive
the spy kids franchise establishes itself as a durable part of the movie landscape : a james bond series for kids . ,1,positive,positive,negative
a servicable world war ii drama ,1,positive,positive,positive
a flair for dialogue comedy ,1,positive,positive,positive
the rolling of a stray barrel ,1,positive,positive,positive
good pace ,1,positive,positive,negative
a cinematic fluidity and sense of intelligence ,1,positive,positive,positive
there 's no way you wo n't be talking about the film once you exit the theater . ,1,positive,positive,negative
"a sweetly affecting story about four sisters who are coping , in one way or another , with life ",1,positive,positive,positive
see the attraction for the sole reason ,1,positive,negative,positive
"mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday ",1,positive,positive,negative
its pathos-filled but ultimately life-affirming finale ,1,positive,positive,positive
hong kong action cinema is still alive and kicking ,1,positive,positive,positive
to be more than another `` best man '' clone by weaving a theme throughout this funny film ,1,positive,positive,negative
for its extraordinary intelligence and originality ,1,positive,positive,negative
"is terrific , bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue ",1,positive,positive,negative
", this will be an enjoyable choice for younger kids . ",1,positive,positive,positive
some delightful work ,1,positive,positive,positive
about babak payami 's boldly quirky iranian drama secret ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of middle eastern world politics ,1,positive,positive,positive
"keen eye , sweet spirit and ",1,positive,positive,positive
throbbing sincerity ,1,positive,positive,negative
"meeting , even exceeding expectations ",1,positive,positive,negative
tosses around some intriguing questions about the difference between human and android life ,1,positive,negative,positive
genteel and unsurprising the execution ,1,positive,negative,positive
"the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success ",1,positive,positive,positive
the peculiar american style of justice ,1,positive,negative,positive
"of small town regret , love , duty and friendship ",1,positive,negative,negative
is the best little `` horror '' movie i 've seen in years . ,1,positive,positive,positive
adorable italian guys . ,1,positive,positive,negative
powerfully evocative ,1,positive,positive,negative
create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time ,1,positive,positive,positive
"scenery , vibe and all -- ",1,positive,positive,negative
burns 's strongest film ,1,positive,positive,negative
"sweet , funny ",1,positive,positive,negative
stylish sizzle ,1,positive,positive,positive
immensely ambitious ,1,positive,positive,negative
leguizamo 's best movie work ,1,positive,positive,negative
the river ,1,positive,negative,positive
an interesting look ,1,positive,negative,positive
of the best rock ,1,positive,positive,positive
this beautifully animated epic is never dull . ,1,positive,positive,negative
magical ,1,positive,positive,negative
completely familiar ,1,positive,positive,negative
"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them . ",1,positive,positive,positive
an actor this uncharismatically beautiful ,1,positive,negative,negative
emotional and ,1,positive,positive,positive
is the best star trek movie in a long time . ,1,positive,positive,positive
"laughs in this simple , sweet and romantic comedy ",1,positive,positive,negative
a great deal of thought ,1,positive,positive,negative
character piece ,1,positive,positive,positive
"was essentially , ",1,positive,negative,positive
soulful and ,1,positive,positive,negative
