sentence,aspect,label_id,label
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty .,Toshiba Warranty,0,negative
Amazing Quality !,Quality,2,positive
The fact that you can spend over $ 100 on just a webcam underscores the value of this machine .,webcam,1,neutral
The fact that you can spend over $ 100 on just a webcam underscores the value of this machine .,value,2,positive
"I mainly use it for email , internet , and managing personal files ( pics , vids , etc. ) .",", internet",1,neutral
"I mainly use it for email , internet , and managing personal files ( pics , vids , etc. ) .",managing personal files,1,neutral
"A month or so ago , the freaking motherboard just died .",motherboard,0,negative
"The system it comes with does not work properly , so when trying to fix the problems with it it started not working at all .",system,0,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,charger,0,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running .,hardware,0,negative
"If a website ever freezes ( which is rare ) , its really easy to force quit .",force quit,2,positive
It rarely works and when it does it 's incredibly slow .,works,0,negative
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .,Windows 7,2,positive
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program .,VMWare program,1,neutral
"It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !",operating system,2,positive
"It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !",runs,2,positive
"It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !",navigate,2,positive
"It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster !",find files,2,positive
Purchased a Toshiba Lap top it worked good until just after the warrenty went out .,warrenty,0,negative
"I wanted to purchase the extended warranty and they refused , because they knew it was trouble .",extended warranty,1,neutral
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .,memory,1,neutral
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .,speed,2,positive
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed .,performace,2,positive
"The reality was , it heated up very quickly , and took way too long to do simple things , like opening my Documents folder .",opening my Documents folder,0,negative
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive .,operating systems,0,negative
"Then , within 5 months , the charger crapped out on me .",charger,0,negative
And if you have a iphone or ipod touch you can connect and download songs to it at high speed .,speed,2,positive
I love the glass touchpad .,glass touchpad,2,positive
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .,hard drive,0,negative
I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again .,mother board,0,negative
I am using the external speaker - sound is good .,external speaker,2,positive
I am using the external speaker - sound is good .,- sound,2,positive
"still testing the battery life as i thought it would be better , but am very happy with the upgrade .",battery life,0,negative
"Then HP sends it back to me with the hardware screwed up , not able to connect .",hardware,0,negative
"Oh yeah , do n't forget the expensive shipping to and from HP .",shipping,0,negative
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",", Mac software",2,positive
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",Microsoft software,0,negative
"Everything is so easy to use , Mac software is just so much simpler than Microsoft software .",use,2,positive
"And if you do a lot of writing , editing is a problem since there is no forward delete key .",delete key,0,negative
"And if you do a lot of writing , editing is a problem since there is no forward delete key .",", editing",0,negative
Its ease of use and the top service from Apple - be it their phone assistance or bellying up to the genius bar - can not be beat .,use,2,positive
Its ease of use and the top service from Apple - be it their phone assistance or bellying up to the genius bar - can not be beat .,service,2,positive
Its ease of use and the top service from Apple - be it their phone assistance or bellying up to the genius bar - can not be beat .,phone assistance,2,positive
Its ease of use and the top service from Apple - be it their phone assistance or bellying up to the genius bar - can not be beat .,genius bar,2,positive
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",battery life,2,positive
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",battery life,2,positive
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",gaming,1,neutral
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",movie playing,1,neutral
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",web browsing,1,neutral
"It has a 10 hour battery life when you 're doing web browsing and word editing , making it perfect for the classroom or office , and in terms of gaming and movie playing it 'll have a battery life of just over 5 hours .",word editing,1,neutral
"Acer has set me up with FREE recovery discs , when they are available since I asked .",recovery discs,2,positive
I also purchased Office Max 's `` Max Assurance '' with the `` no lemon '' clause .,Office Max 's `` Max Assurance,1,neutral
I eventually did the migration from my iMac backup disc which uses USB .,iMac backup disc,1,neutral
I eventually did the migration from my iMac backup disc which uses USB .,USB,1,neutral
"The battery life seems to be very good , and have had no issues with it .",battery life,2,positive
Enabling the battery timer is useless .,battery timer,0,negative
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures .,Temperatures,1,neutral
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures .,Core Processing Unit temperatures,1,neutral
Going to bring it to service today .,service,1,neutral
"There is no need to purchase virus protection for Mac , which saves me a lot of time and money .",virus protection for Mac,2,positive
"But we had paid for bluetooth , and there was none .",bluetooth,0,negative
"So , I paid a visit to LG notebook service center at Alexandra Road , hoping they can make the hinge tighter .",LG notebook service center,1,neutral
"So , I paid a visit to LG notebook service center at Alexandra Road , hoping they can make the hinge tighter .",hinge,0,negative
"My daughter uses it for games , email , facebook , pictures and music .",games,1,neutral
"It is always reliable , never bugged and responds well .",responds,2,positive
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard .,motherboard,0,negative
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard .,motherboard,1,neutral
"It was slow , locked up , and also had hardware replaced after only 2 months !",hardware,0,negative
they had to replace the motherboard in April,motherboard,0,negative
"Yes , the computer was light weight , less expensive than the average laptop , and was pretty self explantory in use .",use,2,positive
"Also , if you need to talk to a representive at Microsoft , there is a charge , which I believe is robbery , since you are charged enormous amounts for a very badly designed system , which most people would have went with XP if they could .",representive at Microsoft,0,negative
"Also , if you need to talk to a representive at Microsoft , there is a charge , which I believe is robbery , since you are charged enormous amounts for a very badly designed system , which most people would have went with XP if they could .",system,0,negative
"Also , if you need to talk to a representive at Microsoft , there is a charge , which I believe is robbery , since you are charged enormous amounts for a very badly designed system , which most people would have went with XP if they could .",XP,2,positive
I love WIndows 7 which is a vast improvment over Vista .,WIndows 7,2,positive
I love WIndows 7 which is a vast improvment over Vista .,Vista,0,negative
"Keyboard is great , very quiet for all the typing that I do .",Keyboard,2,positive
Dell 's customer disservice is an insult to it 's customers who pay good money for shoddy products .,Dell 's customer disservice,0,negative
"It had a cooling system malfunction after 10 minutes of general use , and would not move past this error .",cooling system,0,negative
"It had a cooling system malfunction after 10 minutes of general use , and would not move past this error .",use,1,neutral
"I can render AVCHD movies with little effort , which was a problem for most pc 's unless you had a quad core I7 .",quad core I7,2,positive
"After talking it over with the very knowledgeable sales associate , I chose the MacBook Pro over the white MacBook .",sales associate,2,positive
"If you really want a bang-up system and do n't need to run Windows applications , go with an Apple ;",system,2,positive
"If you really want a bang-up system and do n't need to run Windows applications , go with an Apple ;",Windows applications,1,neutral
You wo n't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet .,virus program,0,negative
It weighed like seven pounds or something like that .,weighed,1,neutral
It weighed like seven pounds or something like that .,seven pounds,1,neutral
"2 months later , the battery went .",battery,0,negative
You may need to special order a bag .,bag,1,neutral
It 's color is even cool .,color,2,positive
keys are all in weird places and is way too large for the way it is designed .,keys,0,negative
keys are all in weird places and is way too large for the way it is designed .,designed,0,negative
"Yes , a Mac is much more money than the average laptop out there , but there is no comparison in style , speed and just cool factor .",style,2,positive
"Yes , a Mac is much more money than the average laptop out there , but there is no comparison in style , speed and just cool factor .",", speed",2,positive
The keyboard feels good and I type just fine on it .,keyboard,2,positive
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing .,mousepad,1,neutral
"And not to mention after using it for a few months or so , the battery will slowly less and less hold a charge until you ca n't leave it unplugged for more than 5 minutes without the thing dying .",battery,0,negative
"BEST BUY - 5 STARS + + + ( sales , service , respect for old men who are n't familiar with the technology ) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",+ + + ( sales,2,positive
"BEST BUY - 5 STARS + + + ( sales , service , respect for old men who are n't familiar with the technology ) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",", service",2,positive
"BEST BUY - 5 STARS + + + ( sales , service , respect for old men who are n't familiar with the technology ) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple",DELL SUPPORT,2,positive
"no complaints with their desktop , and maybe because it just sits on your desktop , and you do n't carry it around , which could jar the hard drive , or the motherboard .",hard drive,1,neutral
"no complaints with their desktop , and maybe because it just sits on your desktop , and you do n't carry it around , which could jar the hard drive , or the motherboard .",motherboard,1,neutral
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",speed,2,positive
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",", construction quality",2,positive
"Yes , they cost more , but they more than make up for it in speed , construction quality , and longevity .",longevity,2,positive
"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc. .",keyboard,2,positive
"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc. .",keys,2,positive
"Since I keyboard over 100 wpm , I look for a unit that has a comfortble keyboard ( no keys sticking or lagging , strange configuration of `` extra key '' , etc. .",configuration of `` extra key,2,positive
) I also tried the touch pad and compared it to other netbooks in the store .,touch pad,1,neutral
"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .",use,2,positive
"It absolutely is more expensive than most PC laptops , but the ease of use , security , and minimal problems that have arisen make it well worth the pricetag .",", security",2,positive
"It gets stuck all of the time you use it , and you have to keep tapping on it to get it to work .",use,0,negative
"It gets stuck all of the time you use it , and you have to keep tapping on it to get it to work .",work,0,negative
lots of preloaded software .,preloaded software,2,positive
"I wish it had a webcam though , then it would be perfect !",webcam,0,negative
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,vga port,2,positive
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen .,screen,1,neutral
Another thing I might add is the battery life is excellent .,battery life,2,positive
"One drawback , I wish the keys were backlit .",keys,0,negative
"Acer was no help and Garmin could not determine the problem ( after spending about 2 hours with me ) , so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem .",software,2,positive
I wish the volume could be louder and the mouse didnt break after only a month .,volume,0,negative
I wish the volume could be louder and the mouse didnt break after only a month .,mouse,0,negative
"I play a lot of casual games online , and the touchpad is very responsive .",touchpad,2,positive
"Granted , it 's still a very new laptop but in comparison to my previous laptops and desktops , my Mac boots up noticeably quicker .",boots up,2,positive
It caught a virus that completely wiped out my hard drive in a matter of hours .,hard drive,0,negative
"It is everything I 'd hoped it would be from a look and feel standpoint , but somehow a bit more sturdy .",look and feel standpoint,2,positive
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,safari,0,negative
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,safari,0,negative
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it .,Mozzilla firfox,2,positive
"The Bluetooth was not there at all , and the fingerprint reader driver would be there , but the software would hang after installation was 1/2 way done .",Bluetooth,0,negative
"The Bluetooth was not there at all , and the fingerprint reader driver would be there , but the software would hang after installation was 1/2 way done .",fingerprint reader driver,0,negative
"The Bluetooth was not there at all , and the fingerprint reader driver would be there , but the software would hang after installation was 1/2 way done .",software,0,negative
"Great battery , speed , display .",battery,2,positive
"Great battery , speed , display .",", speed",2,positive
"Great battery , speed , display .",", display",2,positive
"The delivery was fast , and I would not hesitate to purchase this laptop again .",delivery,2,positive
I 've been impressed with the battery life and the performance for such a small amount of memory .,battery life,2,positive
I 've been impressed with the battery life and the performance for such a small amount of memory .,performance,2,positive
I 've been impressed with the battery life and the performance for such a small amount of memory .,memory,0,negative
"It 's applications are terrific , including the replacements for Microsoft office .",applications,2,positive
"It 's applications are terrific , including the replacements for Microsoft office .",Microsoft office,2,positive
"they improved nothing else such as Resolution , appearance , cooling system , graphics card , etc. .",Resolution,0,negative
"they improved nothing else such as Resolution , appearance , cooling system , graphics card , etc. .",", appearance",0,negative
"they improved nothing else such as Resolution , appearance , cooling system , graphics card , etc. .",", cooling system",0,negative
"they improved nothing else such as Resolution , appearance , cooling system , graphics card , etc. .",", graphics card",0,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in webcam,0,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",built-in mic,0,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",cam,0,negative
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid , ( mind you this was my means of communication with my fiance who was deployed ) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out .",mic,0,negative
Is this partially due to the fact that it is running Windows Vista ?,Windows Vista,1,neutral
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,board,0,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,connector,0,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,power supply,0,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,warrenty,0,negative
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues .,power supply,0,negative
"My dad has one of the very first Toshibas ever made , yes its abit slow now but still works well and i hooked to my ethernet !",ethernet,2,positive
"My dad has one of the very first Toshibas ever made , yes its abit slow now but still works well and i hooked to my ethernet !",works,2,positive
Mostly I love the drag and drop feature .,drag and drop feature,2,positive
"oh yeah , and if the fancy webcam breaks guess who you have to send it to to get it fixed ?",webcam,0,negative
"I ordered through MacMall , which saved me the sales tax I would have incurred buying locally .",sales tax,2,positive
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",software packages,2,positive
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",iWork,2,positive
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",", GarageBand",2,positive
"Of course , I also have several great software packages that came for free including iWork , GarageBand , and iMovie .",iMovie,2,positive
The screen is very large and crystal clear with amazing colors and resolution .,screen,2,positive
The screen is very large and crystal clear with amazing colors and resolution .,colors,2,positive
The screen is very large and crystal clear with amazing colors and resolution .,resolution,2,positive
"After a little more than a year of owning my MacBook Pro , the monitor has completely died .",monitor,0,negative
"The brand of iTunes has just become ingrained in our lexicon now , but keep in mind that Apple started it all .",iTunes,2,positive
"Size : I know 13 is small ( especially for a desktop replacement ) but with an external monitor , who cares .",Size,0,negative
"Size : I know 13 is small ( especially for a desktop replacement ) but with an external monitor , who cares .",external monitor,1,neutral
Additional caveat : the base installation comes with some Toshiba-specific software that may or may not be to a user 's liking .,base installation,0,negative
Additional caveat : the base installation comes with some Toshiba-specific software that may or may not be to a user 's liking .,software,0,negative
Taking it back to Best Buy I found that a tiny plastic piece inside had broken ( manuf issue ) .,( manuf,0,negative
"The display is incredibly bright , much brighter than my PowerBook and very crisp .",display,2,positive
The AMD Turin processor seems to always perform so much better than Intel .,AMD Turin processor,2,positive
The AMD Turin processor seems to always perform so much better than Intel .,Intel,0,negative
After that the said it was under warranty .,warranty,1,neutral
The start menu is not the easiest thing to navigate due to the stacking .,start menu,0,negative
The start menu is not the easiest thing to navigate due to the stacking .,navigate,0,negative
Only thing I would want to add to this is an internal bluray read/write drive .,bluray read/write drive,0,negative
The service tech said he had tried to duplicate the damage and was n't able to recreate it therefore it had to be their defect .,service tech,0,negative
"The tech store I purchased this from sent it back , , , , , eventually I got a new or repaired machine approximately 3 weeks later .",tech store,0,negative
Really like the textured surface which shows no fingerprints .,surface,2,positive
The screen is bright and the keyboard is nice ;,screen,2,positive
The screen is bright and the keyboard is nice ;,keyboard,2,positive
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,2,positive
But the machine is awesome and iLife is great and I love Snow Leopard X.,Snow Leopard X.,2,positive
"High price tag , however .",price tag,0,negative
"I thought learning the Mac OS would be hard , but it is easily picked up if you are familiar with a PC .",Mac OS,2,positive
"I had static in the output , and I had to reduce the sound output quality to `` FM '' as opposed to the default `` CD .",sound output quality,0,negative
I custom ordered the machine from HP and could NOT understand the techie due to his accent .,techie,0,negative
It is easy to use and lightweight .,use,2,positive
I went to Toshiba online help and found some suggestions to fix it .,Toshiba online help,2,positive
They also have a longer service life than other computers ( I have several friends who still use the older Apple PowerBooks ) .,service life,2,positive
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor .,ports,1,neutral
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor .,processor,1,neutral
This laptop is a great price and has a sleek look .,price,2,positive
This laptop is a great price and has a sleek look .,look,2,positive
I especially like the keyboard which has chiclet type keys .,keyboard,2,positive
I especially like the keyboard which has chiclet type keys .,keys,2,positive
Runs Hot I thought we were paying for quality in our decision to buy an Apple product .,quality,0,negative
"For the not so good , I got the stock screen - which is VERY glossy .",stock screen,0,negative
The gray color was a good choice .,gray color,2,positive
I would like to have volume buttons rather than the adjustment that is on the front .,volume buttons,0,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing .,processor,0,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing .,computing,0,negative
I bought a protector for my key pad and it works great : ),protector,1,neutral
I bought a protector for my key pad and it works great : ),key pad,2,positive
The magnetic plug-in power charging power cord is great ( I even put it to the test by accident ) - excellent innovation !,magnetic plug-in power charging power cord,2,positive
It seems they could have updated XP and done without creating Vista .,XP,2,positive
It seems they could have updated XP and done without creating Vista .,Vista,0,negative
"It is easy to use , fast and has great graphics for the money .",graphics,2,positive
"It is easy to use , fast and has great graphics for the money .",use,2,positive
I like how the Mac OS is so simple and easy to use .,Mac OS,2,positive
I like how the Mac OS is so simple and easy to use .,use,2,positive
"While Apple 's saving grace is the fact that they at least stand behind their products , and their support is great , it would be nice if their products were more reliable to justify the premium .",support,2,positive
"I was ready to take it back for a refund , but the Geek Squad camed through and pointed me in the right direction to get it fixed .",Geek Squad,2,positive
only good thing is the graphics quality .,graphics quality,2,positive
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",Appleworks,0,negative
"The other lock-up problems are from a myriad of causes , the most common being a corrupted version of Appleworks which can render the browser useless .",browser,0,negative
The paint wears off easily due to the keyboard being farther back than usual .,paint,0,negative
The paint wears off easily due to the keyboard being farther back than usual .,keyboard,0,negative
I had purchased it from a major electronics store and took it to their service department to find out what the problem was .,service department,1,neutral
The store honored their warrenty and made the comment that they do n't even recommend the HP brand because of the problems with their warrentys .,warrenty,2,positive
The store honored their warrenty and made the comment that they do n't even recommend the HP brand because of the problems with their warrentys .,warrentys,0,negative
I always use a backup hard disk to store important files at all times .,hard disk,1,neutral
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",CD drive,0,negative
"They sent out the box right away for me to send in my computer , they paid postage and whatnot , but when I got my computer back it still was n't running right , and now my CD drive was n't reading anything !",running,0,negative
But the screen size is not that bad for email and web browsing .,screen size,2,positive
But the screen size is not that bad for email and web browsing .,web browsing,1,neutral
Once I removed all the software the laptop loads in 15-20 seconds .,software,0,negative
Once I removed all the software the laptop loads in 15-20 seconds .,loads,1,neutral
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,trackpad,0,negative
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,external mouse,1,neutral
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I did n't like the trackpad .,trackpad,0,negative
This computer does n't do that well with certain games it ca n't play some and it becomes too hot while playing games .,games,0,negative
Obviously one of the most important features of any computer is the `` human interface .,features,1,neutral
Obviously one of the most important features of any computer is the `` human interface .,`` human interface,1,neutral
"Yeah , of course smarty pants `` fix it now '' ) Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple ( which I promptly did ) .",inbuilt applications,0,negative
